inputFile,date,iMRMCversion,NR,N0,N1,modalityA,modalityB,UstatOrMLE,AUCA,varAUCA,AUCB,varAUCB,AUCAminusAUCB,varAUCAminusAUCB,pValueNormal,botCInormal,topCInormal,rejectNormal,dfBDG,pValueBDG,botCIBDG,topCIBDG,rejectBDG,dfHillis,pValueHillis,botCIHillis,topCIHillis,rejectHillis
raw_isup_data_isup_1.csv,202212051318,iMRMC Version 4.0.3,7,87,93,Aided,Unaided,Ustat,8.98635168E-1,4.46765272E-4,8.26456204E-1,1.12314420E-3,7.21789643E-2,2.66153878E-4,9.67569574E-6,4.02036744E-2,1.04154254E-1,1.00000000E0,9.77687024E0,1.66081559E-3,3.52736274E-2,1.09084301E-1,1.00000000E0,1.07925280E1,1.28548722E-3,3.58286097E-2,1.08529319E-1,1.00000000E0
