ModalityID:ReaderID,Number of points,Axises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aided: Reader5,6,TPF,0.0,0.3763440860215054,0.6021505376344086,0.7741935483870968,0.989247311827957,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aided: Reader6,9,FPF,0.0,0.011494252873563218,0.022988505747126436,0.09195402298850575,0.12643678160919541,0.45977011494252873,0.7011494252873564,0.9540229885057471,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aided: Reader6,9,TPF,0.0,0.3118279569892473,0.45161290322580644,0.7204301075268817,0.8387096774193549,0.9247311827956989,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aided: Reader7,10,FPF,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.09195402298850575,0.22988505747126436,0.5977011494252874,0.8275862068965517,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aided: Reader7,10,TPF,0.0,0.2903225806451613,0.3870967741935484,0.6129032258064516,0.7311827956989247,0.7741935483870968,0.8494623655913979,0.956989247311828,0.967741935483871,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aided: Vertical Average,101,FPF,0.0,0.01,0.02,0.03,0.04,0.05,0.060000000000000005,0.07,0.08,0.09,0.09999999999999999,0.10999999999999999,0.11999999999999998,0.12999999999999998,0.13999999999999999,0.15,0.16,0.17,0.18000000000000002,0.19000000000000003,0.20000000000000004,0.21000000000000005,0.22000000000000006,0.23000000000000007,0.24000000000000007,0.25000000000000006,0.26000000000000006,0.2700000000000001,0.2800000000000001,0.2900000000000001,0.3000000000000001,0.3100000000000001,0.3200000000000001,0.3300000000000001,0.34000000000000014,0.35000000000000014,0.36000000000000015,0.37000000000000016,0.38000000000000017,0.3900000000000002,0.4000000000000002,0.4100000000000002,0.4200000000000002,0.4300000000000002,0.4400000000000002,0.45000000000000023,0.46000000000000024,0.47000000000000025,0.48000000000000026,0.49000000000000027,0.5000000000000002,0.5100000000000002,0.5200000000000002,0.5300000000000002,0.5400000000000003,0.5500000000000003,0.5600000000000003,0.5700000000000003,0.5800000000000003,0.5900000000000003,0.6000000000000003,0.6100000000000003,0.6200000000000003,0.6300000000000003,0.6400000000000003,0.6500000000000004,0.6600000000000004,0.6700000000000004,0.6800000000000004,0.6900000000000004,0.7000000000000004,0.7100000000000004,0.7200000000000004,0.7300000000000004,0.7400000000000004,0.7500000000000004,0.7600000000000005,0.7700000000000005,0.7800000000000005,0.7900000000000005,0.8000000000000005,0.8100000000000005,0.8200000000000005,0.8300000000000005,0.8400000000000005,0.8500000000000005,0.8600000000000005,0.8700000000000006,0.8800000000000006,0.8900000000000006,0.9000000000000006,0.9100000000000006,0.9200000000000006,0.9300000000000006,0.9400000000000006,0.9500000000000006,0.9600000000000006,0.9700000000000006,0.9800000000000006,0.9900000000000007,1.0000000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aided: Vertical Average,101,TPF,0.0,0.27882488479262674,0.4671351766513057,0.576652585765489,0.631068100358423,0.6632654889912954,0.6909343135103505,0.7107452636968767,0.7331236924877478,0.7521505176850799,0.7690624147997419,0.7854999135529089,0.8016799329702556,0.8157929757267116,0.8266266781226259,0.8371421887256941,0.8424393539260853,0.8477365191264762,0.8518870966595423,0.856215605580217,0.8608922967845581,0.8651283659922999,0.8683852752075988,0.8716380241566408,0.8745329902075774,0.8774279562585139,0.8803229223094504,0.8832178883603866,0.8860433349906518,0.8885971082203739,0.8906689682547101,0.8927408282890463,0.8948126883233828,0.896884548357719,0.8989564083920555,0.9010282684263916,0.9031001284607278,0.9051719884950644,0.9072438485294007,0.909315708563737,0.9113875685980732,0.9134594286324095,0.9155312886667459,0.9176031487010823,0.9196750087354185,0.9217468687697549,0.9238204944343328,0.925969159384184,0.9281178243340348,0.9302301198974214,0.9323285604564406,0.9344270010154601,0.9365254415744794,0.9386238821334986,0.940722322692518,0.9428207632515372,0.9449192038105565,0.9469859239394685,0.9490375903049392,0.9510892566704102,0.9530602778745907,0.9547611377884487,0.9564619977023069,0.9581628576161648,0.959863717530023,0.9615645774438809,0.9632286043917333,0.9648531674474372,0.966477730503141,0.9681022935588448,0.9697268566145487,0.9709571544372776,0.9721362489829967,0.9733153435287158,0.9744944380744351,0.9756735326201543,0.9768526271658734,0.9780317217115926,0.9792108162573118,0.980389910803031,0.9812587737292205,0.9819880324266218,0.9827172911240233,0.9834949369181988,0.9844246564450934,0.9853543759719877,0.9862840954988822,0.9872138150257765,0.9881435345526709,0.9890732540795655,0.990092579341227,0.9912821554989458,0.99246638870602,0.9935397556872212,0.9944761904761906,0.9953968253968254,0.9963174603174603,0.9972380952380953,0.9981587301587302,0.9990793650793651,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aided: Horizontal Average,101,FPF,0.0,4.67358368971574E-4,9.34716737943148E-4,0.0014020751069147217,0.001869433475886296,0.00233679184485787,0.002804150213829444,0.003271508582801018,0.003738866951772592,0.004206225320744166,0.00467358368971574,0.005140942058687314,0.005608300427658887,0.006075658796630461,0.006543017165602035,0.0070103755345736095,0.007477733903545184,0.007945092272516758,0.008412450641488331,0.008879809010459908,0.009347167379431481,0.009814525748403056,0.010281884117374629,0.010795536034924754,0.011373286712045181,0.011951037389165604,0.012528788066286033,0.013106538743406459,0.013684289420526885,0.01426204009764731,0.014839790774767736,0.015417541451888162,0.016048255416216822,0.016690816431631533,0.017333377447046248,0.01797593846246096,0.01861849947787567,0.01926106049329038,0.01996210927162636,0.020764651520913936,0.021567193770201498,0.022369736019489075,0.02317227826877665,0.023974820518064217,0.02477736276735179,0.02557990501663936,0.026616679154584454,0.02773221298327394,0.028847746811963424,0.030327265314982428,0.03203666887547267,0.033563466694498674,0.03487793225600812,0.03619239781751756,0.03750686337902701,0.03882132894053646,0.040135794502045914,0.04145026006355535,0.0427647256250648,0.04407919118657426,0.0453936567480837,0.04730389797618164,0.049377365414303806,0.05145083285242597,0.05352430029054813,0.0555977677286703,0.057671235166792456,0.059744702604914615,0.06236986086127476,0.06513666946285813,0.0679034780644415,0.07067028666602489,0.07343709526760824,0.07625173190322655,0.07906851811340822,0.08188530432358988,0.08470209053377155,0.08751887674395323,0.09304051313377142,0.10095756259148418,0.10954932019414601,0.11846199323194738,0.1328381168104883,0.144278708975754,0.159015482054892,0.18029898741105774,0.20555966064586895,0.2308203338806801,0.2551154898741119,0.2845753968253986,0.3151299945265481,0.3456845922276976,0.3876108374384269,0.4426625615763586,0.5027536945812846,0.5628448275862107,0.6314646962233226,0.713952380952385,0.7768177339901522,0.8454802955665086,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aided: Horizontal Average,101,TPF,0.0,0.01,0.02,0.03,0.04,0.05,0.060000000000000005,0.07,0.08,0.09,0.09999999999999999,0.10999999999999999,0.11999999999999998,0.12999999999999998,0.13999999999999999,0.15,0.16,0.17,0.18000000000000002,0.19000000000000003,0.20000000000000004,0.21000000000000005,0.22000000000000006,0.23000000000000007,0.24000000000000007,0.25000000000000006,0.26000000000000006,0.2700000000000001,0.2800000000000001,0.2900000000000001,0.3000000000000001,0.3100000000000001,0.3200000000000001,0.3300000000000001,0.34000000000000014,0.35000000000000014,0.36000000000000015,0.37000000000000016,0.38000000000000017,0.3900000000000002,0.4000000000000002,0.4100000000000002,0.4200000000000002,0.4300000000000002,0.4400000000000002,0.45000000000000023,0.46000000000000024,0.47000000000000025,0.48000000000000026,0.49000000000000027,0.5000000000000002,0.5100000000000002,0.5200000000000002,0.5300000000000002,0.5400000000000003,0.5500000000000003,0.5600000000000003,0.5700000000000003,0.5800000000000003,0.5900000000000003,0.6000000000000003,0.6100000000000003,0.6200000000000003,0.6300000000000003,0.6400000000000003,0.6500000000000004,0.6600000000000004,0.6700000000000004,0.6800000000000004,0.6900000000000004,0.7000000000000004,0.7100000000000004,0.7200000000000004,0.7300000000000004,0.7400000000000004,0.7500000000000004,0.7600000000000005,0.7700000000000005,0.7800000000000005,0.7900000000000005,0.8000000000000005,0.8100000000000005,0.8200000000000005,0.8300000000000005,0.8400000000000005,0.8500000000000005,0.8600000000000005,0.8700000000000006,0.8800000000000006,0.8900000000000006,0.9000000000000006,0.9100000000000006,0.9200000000000006,0.9300000000000006,0.9400000000000006,0.9500000000000006,0.9600000000000006,0.9700000000000006,0.9800000000000006,0.9900000000000007,1.0000000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aided: Diagonal Average,143,FPF,0.0,6.177514778238306E-4,0.0012355029556476611,0.0018532544334714865,0.0024710059112953223,0.003088757389119151,0.00370650886694298,0.004324260344766809,0.0049420118225906445,0.005559763300414466,0.006177514778238302,0.006795266256062138,0.00741301773388596,0.008030769211709782,0.008648520689533618,0.009266272167357426,0.009884023645181289,0.010501775123005125,0.011119526600828933,0.011737278078652769,0.012355029556476577,0.01297278103430044,0.013590532512124276,0.014219528764350065,0.014918961042457463,0.015618393320564805,0.016317825598672203,0.01699656503443528,0.01780253058323375,0.018708027562396867,0.01977713768967479,0.020887738680470197,0.022027014444268966,0.023157426932400416,0.024434764397837094,0.025917566335033254,0.027400368272229497,0.028883170209425657,0.030365972146621845,0.032201658124027505,0.03417367738944191,0.036033466585816354,0.037716156672511436,0.03939884675920646,0.041081536845901434,0.042764226932596405,0.04438725897155088,0.04580230180285172,0.0472173446341525,0.049008744985133246,0.05093782349715137,0.0528669020091696,0.05479598052118778,0.05672505903320613,0.05865413754522425,0.061576123422960094,0.06466072698594211,0.06774533054892412,0.07154707147117095,0.07594289945862404,0.08033872744607723,0.0847550444580093,0.09052208951471952,0.09632639173771929,0.10317620002728578,0.11055661574834041,0.11777365879766827,0.12448608904578917,0.13119851929390997,0.1398199431832876,0.14977790726298884,0.15974134736979512,0.16874280240836387,0.17774425744693262,0.18717055737234162,0.19715652009011037,0.20714248280787906,0.21730233589078235,0.22791701864589042,0.2390457882750603,0.2501745579042301,0.26130332753339985,0.27243209716256966,0.2837243393230853,0.29534285545092437,0.3071025244025022,0.3188841161105975,0.330665707818693,0.3424472995267884,0.3542288912348838,0.3660104829429791,0.37779207465107456,0.38957366635917,0.40135525806726546,0.4131368497753608,0.42491844148345614,0.4367000331915516,0.44848162489964705,0.4602565709890837,0.47198506853291794,0.48375479901668605,0.4955245295004542,0.5072942599842224,0.5190639904679906,0.5308337209517586,0.5426034514355268,0.554373181919295,0.566142912403063,0.5779386614572634,0.5897599049853361,0.6016056419786203,0.613793621224211,0.6259816004698016,0.6381695797153921,0.6503575589609827,0.6625549238536451,0.674805927201031,0.6870830579960963,0.6993601887911611,0.7116373195862263,0.7239144503812914,0.736532823061999,0.7492901903126709,0.7620475575633426,0.7748049248140145,0.7875622920646864,0.8003196593153583,0.8134939719911343,0.8264656248159736,0.8394372776408129,0.8524089304656522,0.8653805832904915,0.8783089654181823,0.8910326928404839,0.9037564202627856,0.9164801476850872,0.9292446074525169,0.9422091493570534,0.9552799917730708,0.9683508341890882,0.9814216766051056,0.9944925190211229,1.0,
Aided: Diagonal Average,143,TPF,0.0,0.013524384145907122,0.027048768291814244,0.04057315243772136,0.05409753658362849,0.06762192072953561,0.08114630487544273,0.09467068902134985,0.10819507316725697,0.1217194573131641,0.1352438414590712,0.14876822560497832,0.16229260975088544,0.17581699389679256,0.18934137804269968,0.20286576218860683,0.21639014633451395,0.22991453048042107,0.24343891462632822,0.25696329877223534,0.2704876829181425,0.28401206706404963,0.29753645120995675,0.31104959058146187,0.32449229392708545,0.33793499727270904,0.3513777006183326,0.3648410968063005,0.378177266881233,0.39141390552580085,0.40448693102225386,0.41751846565518946,0.4305213255151216,0.4435330486507212,0.4563978468090154,0.46905718049555023,0.481716514182085,0.49437584786861977,0.5070351815551546,0.5193416312014798,0.5315117475597965,0.543794093987153,0.5562535395241888,0.5687129850612248,0.5811724305982607,0.5936318761352968,0.6061509797200733,0.6188780725125034,0.6316051653049335,0.6439559005776838,0.6561689576893965,0.6683820148011093,0.680595071912822,0.6928081290245347,0.7050211861362474,0.7162413358822426,0.7272988679429915,0.7383564000037406,0.7486967947052245,0.7584431023415026,0.7681894099777803,0.7779152285895792,0.7862903191566,0.7946281525573311,0.8019204798914956,0.8086821997941719,0.8156072923685751,0.8230369977441852,0.8304667031197952,0.8359874148541486,0.8401715863981782,0.844350281915103,0.8494909625002651,0.8546316430854274,0.8593474787837494,0.8635036516897117,0.8676598245956739,0.8716421071365015,0.8751695600051244,0.8781829259996856,0.8811962919942468,0.8842096579888078,0.8872230239833689,0.8900729174465845,0.8925965369424763,0.8949790036146295,0.897339547530265,0.8997000914459006,0.9020606353615361,0.9044211792771717,0.9067817231928073,0.9091422671084427,0.9115028110240784,0.9138633549397139,0.9162238988553495,0.918584442770985,0.9209449866866206,0.9233055306022562,0.9256727201365504,0.928086358216447,0.9304587633564099,0.9328311684963727,0.9352035736363356,0.9375759787762984,0.9399483839162612,0.942320789056224,0.9446931941961869,0.9470655993361498,0.9494119859056804,0.9517328780013384,0.9540292766317853,0.9559834330099257,0.9579375893880661,0.9598917457662063,0.9618459021443467,0.9637906728754153,0.9656818051517604,0.9675468099804262,0.969411814809092,0.9712768196377579,0.9731418244664238,0.9746655874094473,0.9760503557825064,0.9774351241555654,0.9788198925286247,0.9802046609016837,0.9815894292747427,0.9825572522226976,0.9837277350215894,0.984898217820481,0.9860687006193727,0.9872391834182643,0.9884529369143045,0.9898713451157338,0.9912897533171632,0.9927081615185924,0.9940858373748938,0.9952634310940882,0.9963347243018018,0.9974060175095154,0.9984773107172289,0.9995486039249425,1.0,
Aided: Pooled Average,10,FPF,0.0,0.019704433497536946,0.022988505747126436,0.06239737274220033,0.08702791461412152,0.19540229885057472,0.3136288998357964,0.7701149425287356,0.8669950738916257,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aided: Pooled Average,10,TPF,0.0,0.3901689708141321,0.4362519201228879,0.7373271889400922,0.7895545314900153,0.8494623655913979,0.8986175115207373,0.978494623655914,0.9877112135176651,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Reader1,10,FPF,0.0,0.011494252873563218,0.011494252873563218,0.034482758620689655,0.06896551724137931,0.13793103448275862,0.22988505747126436,0.5632183908045977,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Reader1,10,TPF,0.0,0.3225806451612903,0.3548387096774194,0.7096774193548387,0.7634408602150538,0.8387096774193549,0.8602150537634409,0.946236559139785,0.956989247311828,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Reader2,10,FPF,0.0,0.05747126436781609,0.06896551724137931,0.09195402298850575,0.1839080459770115,0.22988505747126436,0.42528735632183906,0.8620689655172413,0.9310344827586207,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Reader2,10,TPF,0.0,0.25806451612903225,0.5053763440860215,0.7311827956989247,0.8387096774193549,0.8602150537634409,0.8924731182795699,0.978494623655914,0.989247311827957,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Reader3,10,FPF,0.0,0.011494252873563218,0.011494252873563218,0.022988505747126436,0.04597701149425287,0.10344827586206896,0.22988505747126436,0.5402298850574713,0.7701149425287356,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Reader3,10,TPF,0.0,0.34408602150537637,0.43010752688172044,0.6989247311827957,0.7526881720430108,0.8279569892473119,0.8602150537634409,0.9354838709677419,0.967741935483871,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Reader4,10,FPF,0.0,0.14942528735632185,0.19540229885057472,0.3103448275862069,0.3333333333333333,0.6206896551724138,0.6436781609195402,0.9310344827586207,0.9655172413793104,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Reader4,10,TPF,0.0,0.3763440860215054,0.3870967741935484,0.7741935483870968,0.7956989247311828,0.9247311827956989,0.946236559139785,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Reader5,8,FPF,0.0,0.034482758620689655,0.06896551724137931,0.08045977011494253,0.26436781609195403,0.27586206896551724,0.7471264367816092,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Reader5,8,TPF,0.0,0.25806451612903225,0.3548387096774194,0.3655913978494624,0.6021505376344086,0.6559139784946236,0.8817204301075269,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Reader6,9,FPF,0.0,0.022988505747126436,0.034482758620689655,0.05747126436781609,0.1839080459770115,0.45977011494252873,0.7126436781609196,0.9425287356321839,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Reader6,9,TPF,0.0,0.24731182795698925,0.45161290322580644,0.6559139784946236,0.7849462365591398,0.9032258064516129,0.946236559139785,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Reader7,10,FPF,0.0,0.0,0.022988505747126436,0.05747126436781609,0.10344827586206896,0.13793103448275862,0.26436781609195403,0.5287356321839081,0.6781609195402298,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Reader7,10,TPF,0.0,0.20430107526881722,0.25806451612903225,0.5268817204301075,0.6344086021505376,0.6774193548387096,0.7311827956989247,0.8709677419354839,0.9139784946236559,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Vertical Average,101,FPF,0.0,0.01,0.02,0.03,0.04,0.05,0.060000000000000005,0.07,0.08,0.09,0.09999999999999999,0.10999999999999999,0.11999999999999998,0.12999999999999998,0.13999999999999999,0.15,0.16,0.17,0.18000000000000002,0.19000000000000003,0.20000000000000004,0.21000000000000005,0.22000000000000006,0.23000000000000007,0.24000000000000007,0.25000000000000006,0.26000000000000006,0.2700000000000001,0.2800000000000001,0.2900000000000001,0.3000000000000001,0.3100000000000001,0.3200000000000001,0.3300000000000001,0.34000000000000014,0.35000000000000014,0.36000000000000015,0.37000000000000016,0.38000000000000017,0.3900000000000002,0.4000000000000002,0.4100000000000002,0.4200000000000002,0.4300000000000002,0.4400000000000002,0.45000000000000023,0.46000000000000024,0.47000000000000025,0.48000000000000026,0.49000000000000027,0.5000000000000002,0.5100000000000002,0.5200000000000002,0.5300000000000002,0.5400000000000003,0.5500000000000003,0.5600000000000003,0.5700000000000003,0.5800000000000003,0.5900000000000003,0.6000000000000003,0.6100000000000003,0.6200000000000003,0.6300000000000003,0.6400000000000003,0.6500000000000004,0.6600000000000004,0.6700000000000004,0.6800000000000004,0.6900000000000004,0.7000000000000004,0.7100000000000004,0.7200000000000004,0.7300000000000004,0.7400000000000004,0.7500000000000004,0.7600000000000005,0.7700000000000005,0.7800000000000005,0.7900000000000005,0.8000000000000005,0.8100000000000005,0.8200000000000005,0.8300000000000005,0.8400000000000005,0.8500000000000005,0.8600000000000005,0.8700000000000006,0.8800000000000006,0.8900000000000006,0.9000000000000006,0.9100000000000006,0.9200000000000006,0.9300000000000006,0.9400000000000006,0.9500000000000006,0.9600000000000006,0.9700000000000006,0.9800000000000006,0.9900000000000007,1.0000000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Vertical Average,101,TPF,0.0,0.15056191657804563,0.2623757532789791,0.3531578439481665,0.41460301705462993,0.4574345188861318,0.5007248020796408,0.5458928490863975,0.5730885458627394,0.6007623532381597,0.6185129655290945,0.6318395448637383,0.6441090092702996,0.6563784736768606,0.6681514990385958,0.6778339268258623,0.6844400223432482,0.6910461178606341,0.6976522133780199,0.7031327095843224,0.709949494949495,0.7191848671042219,0.728420239258949,0.7376508320687256,0.7464704012127729,0.7552899703568203,0.7641095395008677,0.7757409047263464,0.7870711110883394,0.7948855256103864,0.8026999401324335,0.8105143546544803,0.8149739304668501,0.8193136906110168,0.8231901635047997,0.8268349927733905,0.8304798220419812,0.834124651310572,0.8377694805791628,0.8414143098477537,0.8450591391163444,0.8487039683849351,0.8523487976535262,0.856015075229793,0.8597054167610139,0.8633957582922347,0.8670776047343153,0.8703984098879352,0.8737192150415549,0.877040020195175,0.8803608253487949,0.8836816305024148,0.8870024356560345,0.8902797265866171,0.8932563737943962,0.896090362983173,0.898920995512679,0.9016023145780776,0.904212773016442,0.9068232314548064,0.9094336898931707,0.912044148331535,0.9146546067698994,0.9179120698165588,0.9212174591304991,0.9238469651879111,0.9260832300778883,0.9283314423991679,0.930598147918664,0.9328408835524392,0.9350836191862145,0.9373263548199897,0.939636120198214,0.9419699743908497,0.9443038285834854,0.9466329995495653,0.9489505561137869,0.9512681126780086,0.95358566924223,0.9559032258064519,0.9582207823706733,0.9605383389348949,0.9628558954991165,0.965173452063338,0.9674910086275599,0.9698085651917815,0.972126121756003,0.9743971911345184,0.9766561334211105,0.9789150757077026,0.9811740179942946,0.9834329602808868,0.9856919025674787,0.9879508448540708,0.9899701558042573,0.9917122010094361,0.993369760807549,0.9950273206056617,0.9966848804037746,0.9983424402018873,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unaided: Horizontal Average,101,FPF,0.0,0.0012999265673285809,0.0025998531346571618,0.003899779701985742,0.0051997062693143236,0.006499632836642903,0.007799559403971485,0.009099485971300064,0.010399412538628647,0.011699339105957223,0.012999265673285807,0.014464528291800617,0.015975088458585623,0.017485648625370633,0.018996208792155644,0.020506768958940658,0.02201732912572567,0.02352788929251068,0.025038449459295693,0.026549009626080703,0.028059569792865717,0.02957012995965072,0.031080690126435735,0.03259125029322075,0.034101810460005766,0.03559827992777938,0.037063973598592766,0.038561129370867746,0.04005828514314273,0.041555440915417706,0.04305259668769269,0.04454975245996767,0.04604690823224265,0.04754406400451764,0.049046387261077684,0.050583591036561945,0.05264624637198053,0.05501790305088321,0.05918249257690603,0.06521517321571145,0.0672211849229729,0.06922719663023436,0.0712332083374958,0.07323922004475725,0.0752452317520187,0.07725124345928014,0.0793246650706121,0.08141105012503456,0.083497435179457,0.08558382023387948,0.08767020528830191,0.08979313669539836,0.0919585638614181,0.09425732436077115,0.09685033773368741,0.0994433511066037,0.10203636447951994,0.10462937785243621,0.1072223912253525,0.10981540459826876,0.11240841797118503,0.11436939671206665,0.11615721527978809,0.11794503384750955,0.12003170298994369,0.12235400431628583,0.12627603978916033,0.1325134799478049,0.13932234867787816,0.14777407455080846,0.1562858196751968,0.1653224255219333,0.1751600594260697,0.18499769333020605,0.19520425004661504,0.20546029640857275,0.216067269348058,0.22706082450663784,0.2388298898692993,0.2520378515846503,0.26691297755337245,0.2827309059304141,0.29854883430745577,0.3152878667583111,0.3364700925784683,0.3634285323324747,0.39038697208648093,0.4225486138109309,0.4568670519409455,0.4914645309534492,0.5250208808706366,0.5616636367190576,0.6001708499491775,0.6379583040112619,0.6769006568144524,0.7227216748768505,0.7752380952380983,0.8258866995073922,0.8768226600985256,0.9293801313628934,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
